                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    310,                0.53786,                0.40307,                 1.0737,                0.91909,                0.92308,                0.94289,                0.81749,                0.65921,                0.56918,                 1.0291,              0.0013882,              0.0013882,              0.0013882
                    311,                0.55679,                0.42178,                 1.0932,                0.92419,                      1,                   0.99,                0.88869,                0.51873,                0.44461,                0.93092,              0.0013862,              0.0013862,              0.0013862
                    312,                0.54225,                0.41221,                 1.0691,                0.92409,                      1,                   0.99,                0.91274,                0.52956,                0.36554,                0.94015,              0.0013842,              0.0013842,              0.0013842
                    313,                0.52609,                0.43028,                 1.0635,                0.92637,                      1,                  0.995,                0.90133,                0.49757,                0.38238,                0.92081,              0.0013822,              0.0013822,              0.0013822
                    314,                0.52943,                0.40498,                 1.0878,                0.92246,                      1,                0.98429,                0.91298,                0.52551,                0.43949,                0.95691,              0.0013803,              0.0013803,              0.0013803
                    315,                0.55052,                0.42339,                 1.1003,                0.91874,                      1,                0.98429,                0.90534,                0.51676,                0.46494,                0.94564,              0.0013783,              0.0013783,              0.0013783
                    316,                 0.5396,                0.41334,                 1.0824,                0.92314,                      1,                0.98429,                0.89103,                0.53282,                0.50541,                0.94909,              0.0013763,              0.0013763,              0.0013763
                    317,                0.56607,                0.41561,                 1.0904,                0.92353,                      1,                0.98429,                0.88557,                0.52173,                0.41443,                0.93468,              0.0013743,              0.0013743,              0.0013743
                    318,                0.57382,                0.41218,                  1.082,                0.92378,                      1,                   0.99,                0.90852,                0.53644,                0.37398,                0.94128,              0.0013723,              0.0013723,              0.0013723
                    319,                0.54981,                0.40899,                 1.0685,                      1,                 0.9953,                  0.995,                0.91406,                0.53452,                0.41225,                0.93909,              0.0013704,              0.0013704,              0.0013704
                    320,                0.53584,                0.41281,                 1.0647,                0.96026,                      1,                  0.995,                0.88778,                0.51679,                 0.3952,                0.92348,              0.0013684,              0.0013684,              0.0013684
                    321,                0.55424,                0.40888,                 1.1108,                0.93973,                      1,                  0.995,                0.89567,                0.54431,                0.35558,                0.97088,              0.0013664,              0.0013664,              0.0013664
                    322,                0.54835,                0.39814,                 1.0756,                0.98594,                      1,                  0.995,                0.89444,                  0.512,                0.37223,                0.94684,              0.0013644,              0.0013644,              0.0013644
                    323,                0.58034,                0.43108,                 1.1099,                 0.9246,                      1,                   0.99,                0.90813,                0.51236,                0.37613,                0.93393,              0.0013624,              0.0013624,              0.0013624
                    324,                 0.5546,                0.41553,                 1.0698,                0.92771,                      1,                   0.99,                0.90075,                0.52794,                0.43823,                0.94449,              0.0013605,              0.0013605,              0.0013605
                    325,                0.55065,                0.39938,                 1.0983,                0.92847,                0.99853,                0.98429,                0.91879,                0.48948,                0.45795,                0.91791,              0.0013585,              0.0013585,              0.0013585
                    326,                0.58945,                 0.4071,                 1.1154,                0.92047,                0.92308,                0.98188,                0.92651,                0.48461,                0.51582,                0.90382,              0.0013565,              0.0013565,              0.0013565
                    327,                0.55367,                  0.421,                 1.0843,                0.92279,                0.92308,                0.98567,                0.93627,                0.45468,                0.46884,                 0.8876,              0.0013545,              0.0013545,              0.0013545
                    328,                0.54644,                0.38949,                 1.0751,                0.92655,                      1,                   0.99,                0.95456,                0.42512,                0.42353,                0.86268,              0.0013525,              0.0013525,              0.0013525
                    329,                0.54395,                0.39813,                 1.0653,                0.97474,                0.92308,                0.98567,                 0.9407,                0.42774,                0.44728,                0.86811,              0.0013506,              0.0013506,              0.0013506
                    330,                0.52448,                0.40481,                 1.0584,                0.97548,                0.92308,                0.98567,                0.92561,                0.47413,                0.45728,                 0.9063,              0.0013486,              0.0013486,              0.0013486
                    331,                0.52925,                0.38967,                  1.047,                0.92812,                0.99364,                0.97357,                0.87784,                0.55255,                 0.4913,                0.96966,              0.0013466,              0.0013466,              0.0013466
                    332,                0.55688,                0.41999,                 1.0731,                 0.9244,                      1,                0.98429,                0.90512,                 0.5856,                0.47356,                 1.0067,              0.0013446,              0.0013446,              0.0013446
                    333,                0.59366,                0.44768,                 1.1201,                0.92552,                      1,                   0.99,                0.91816,                0.52038,                0.44253,                0.94809,              0.0013426,              0.0013426,              0.0013426
                    334,                 0.5316,                0.43917,                 1.0799,                0.89592,                0.92308,                0.95841,                0.87509,                0.53996,                 0.5418,                0.91099,              0.0013407,              0.0013407,              0.0013407
                    335,                0.48384,                 0.3891,                 1.0365,                0.86103,                      1,                0.97951,                0.88664,                0.51941,                 0.4837,                0.95045,              0.0013387,              0.0013387,              0.0013387
                    336,                0.57949,                0.41905,                  1.088,                0.91791,                      1,                0.97857,                0.86934,                 0.5316,                0.58426,                0.95187,              0.0013367,              0.0013367,              0.0013367
                    337,                0.50653,                0.39296,                 1.0389,                 0.8654,                0.98976,                0.97336,                 0.8952,                0.50336,                0.53783,                0.93962,              0.0013347,              0.0013347,              0.0013347
                    338,                0.54686,                0.39812,                 1.0612,                0.92848,                0.99871,                0.98429,                0.93254,                0.53387,                0.45976,                0.97436,              0.0013327,              0.0013327,              0.0013327
                    339,                  0.499,                0.39507,                  1.049,                0.92835,                0.99684,                   0.99,                0.89781,                0.55584,                0.43742,                0.96803,              0.0013308,              0.0013308,              0.0013308
                    340,                0.53309,                0.42035,                 1.0442,                 0.9282,                0.99481,                   0.99,                0.88923,                0.57618,                0.44185,                0.96466,              0.0013288,              0.0013288,              0.0013288
                    341,                0.49632,                0.40187,                 1.0427,                0.92712,                0.97967,                   0.99,                 0.9293,                0.52062,                0.37604,                 0.9187,              0.0013268,              0.0013268,              0.0013268
                    342,                0.51258,                0.39807,                  1.027,                0.91996,                      1,                0.97857,                0.91153,                0.49338,                0.38076,                 0.8985,              0.0013248,              0.0013248,              0.0013248
                    343,                0.53916,                0.40478,                 1.0397,                0.91523,                      1,                0.97857,                0.89954,                 0.5324,                 0.3845,                  0.932,              0.0013228,              0.0013228,              0.0013228
                    344,                0.53017,                 0.3797,                 1.0386,                0.97851,                0.92308,                0.98567,                0.89384,                0.50043,                0.38216,                0.88395,              0.0013209,              0.0013209,              0.0013209
                    345,                0.50874,                0.37495,                 1.0501,                0.97602,                      1,                  0.995,                0.92249,                0.50062,                 0.4531,                0.89307,              0.0013189,              0.0013189,              0.0013189
                    346,                0.49005,                0.36181,                 1.0266,                 0.9786,                      1,                  0.995,                0.90261,                0.52375,                0.39738,                0.92823,              0.0013169,              0.0013169,              0.0013169
                    347,                0.51943,                0.38648,                 1.0593,                0.99099,                      1,                  0.995,                0.89916,                0.51314,                0.35757,                0.90667,              0.0013149,              0.0013149,              0.0013149
                    348,                0.52787,                0.38545,                 1.0487,                0.92408,                      1,                   0.99,                0.89175,                0.49998,                0.40478,                0.90692,              0.0013129,              0.0013129,              0.0013129
                    349,                0.56181,                0.40457,                 1.0705,                0.91672,                0.92308,                0.96957,                0.87792,                0.50596,                0.49522,                0.91038,               0.001311,               0.001311,               0.001311
                    350,                0.53293,                0.41681,                 1.0764,                0.91851,                      1,                0.97357,                0.87194,                0.52796,                0.48173,                0.91858,               0.001309,               0.001309,               0.001309
                    351,                0.51398,                0.39123,                 1.0674,                0.91609,                0.92308,                0.97238,                0.90018,                0.47908,                0.52341,                0.91084,               0.001307,               0.001307,               0.001307
                    352,                0.52948,                 0.3926,                  1.067,                0.92422,                      1,                   0.99,                0.92581,                0.49032,                0.47101,                0.91237,               0.001305,               0.001305,               0.001305
                    353,                0.53231,                0.42034,                 1.0803,                0.92022,                      1,                   0.99,                0.90583,                0.53429,                0.46036,                0.93228,               0.001303,               0.001303,               0.001303
                    354,                0.54599,                0.40025,                 1.0713,                0.96868,                      1,                  0.995,                0.89583,                0.51079,                0.40465,                0.92499,              0.0013011,              0.0013011,              0.0013011
                    355,                0.60683,                0.43183,                 1.1165,                0.99196,                      1,                  0.995,                0.88924,                0.57638,                0.39148,                0.97286,              0.0012991,              0.0012991,              0.0012991
                    356,                0.52912,                0.39597,                  1.062,                0.97935,                      1,                  0.995,                0.89639,                0.52021,                 0.3862,                0.91287,              0.0012971,              0.0012971,              0.0012971
                    357,                0.54994,                0.39486,                 1.0761,                0.97632,                      1,                  0.995,                0.90725,                0.51783,                0.37882,                0.90954,              0.0012951,              0.0012951,              0.0012951
                    358,                0.52192,                0.38458,                 1.0723,                0.94907,                      1,                  0.995,                0.92427,                0.53285,                0.39989,                0.93579,              0.0012931,              0.0012931,              0.0012931
                    359,                0.50525,                0.36861,                 1.0581,                0.92494,                      1,                0.97857,                0.91702,                 0.4934,                0.40584,                0.90817,              0.0012912,              0.0012912,              0.0012912
                    360,                0.52585,                0.38718,                 1.0772,                 0.9244,                      1,                0.97857,                0.89199,                0.54098,                0.41214,                0.91543,              0.0012892,              0.0012892,              0.0012892
                    361,                0.56767,                0.40252,                 1.0752,                0.92152,                      1,                   0.99,                0.88573,                0.55483,                0.41655,                 0.9163,              0.0012872,              0.0012872,              0.0012872
                    362,                0.54122,                0.38158,                 1.0837,                      1,                0.98771,                  0.995,                0.92704,                0.46256,                0.37486,                 0.8682,              0.0012852,              0.0012852,              0.0012852
                    363,                0.53506,                0.38418,                 1.0676,                0.92218,                      1,                0.98429,                0.92488,                0.44167,                0.37027,                0.85603,              0.0012832,              0.0012832,              0.0012832
                    364,                0.49834,                0.36385,                 1.0397,                0.92323,                      1,                   0.99,                0.92314,                0.48603,                0.37257,                0.90107,              0.0012813,              0.0012813,              0.0012813
                    365,                0.51365,                0.36644,                 1.0454,                0.92682,                      1,                  0.995,                 0.9224,                0.46686,                0.36547,                0.88708,              0.0012793,              0.0012793,              0.0012793
                    366,                0.52173,                0.38933,                 1.0471,                0.92707,                      1,                  0.995,                0.91038,                0.50872,                0.40469,                0.90804,              0.0012773,              0.0012773,              0.0012773
                    367,                0.52244,                0.36709,                 1.0494,                0.96102,                      1,                  0.995,                0.90382,                0.51085,                0.37648,                0.89836,              0.0012753,              0.0012753,              0.0012753
                    368,                0.52569,                0.38482,                  1.058,                0.98585,                      1,                  0.995,                0.93326,                0.46392,                0.33481,                0.89336,              0.0012733,              0.0012733,              0.0012733
                    369,                0.49506,                0.37045,                 1.0244,                0.95751,                      1,                  0.995,                0.90968,                0.47252,                0.37744,                0.89682,              0.0012714,              0.0012714,              0.0012714
                    370,                0.54196,                 0.3918,                 1.0509,                0.92784,                      1,                  0.995,                0.94474,                 0.4524,                0.36902,                0.87547,              0.0012694,              0.0012694,              0.0012694
                    371,                0.54971,                0.36574,                 1.0508,                0.92775,                      1,                  0.995,                0.95035,                0.46067,                0.39415,                0.90443,              0.0012674,              0.0012674,              0.0012674
                    372,                0.52862,                0.39335,                 1.0822,                0.92776,                      1,                  0.995,                0.94321,                0.45659,                0.41156,                0.90426,              0.0012654,              0.0012654,              0.0012654
                    373,                0.50459,                0.37277,                 1.0611,                 0.9731,                      1,                  0.995,                0.93009,                0.46075,                0.37913,                0.87297,              0.0012634,              0.0012634,              0.0012634
                    374,                0.50125,                0.36577,                  1.061,                 0.9784,                      1,                  0.995,                0.89953,                0.48984,                0.36182,                 0.8909,              0.0012615,              0.0012615,              0.0012615
                    375,                0.48686,                0.38871,                 1.0398,                0.97187,                      1,                  0.995,                0.92125,                 0.4735,                0.36935,                0.88705,              0.0012595,              0.0012595,              0.0012595
                    376,                0.51699,                0.37543,                 1.0622,                0.98368,                      1,                  0.995,                0.91675,                0.50696,                0.39082,                0.91068,              0.0012575,              0.0012575,              0.0012575
                    377,                0.50864,                0.37539,                 1.0594,                0.98802,                      1,                  0.995,                0.93012,                 0.5052,                0.36207,                0.90337,              0.0012555,              0.0012555,              0.0012555
                    378,                0.50682,                0.38206,                 1.0567,                 0.9639,                      1,                  0.995,                0.92401,                0.50007,                0.34484,                0.89841,              0.0012535,              0.0012535,              0.0012535
